sep=;
RegNumber;Comp;Pos;Lap;LapTime;RaceTime;LapStat;SessNumber;Driver
4;MKA GIRLS+1;5;265;30863;8609780;;7;Магуайр Зоя
8;MKA;3;266;31269;8610628;;7;Вяльсов Михаил
7;PHOENIX RT;7;264;31008;8612369;;7;Охрименко Павел
5;RAVE STORM;1;267;31023;8629511;;7;Леся Ващук
6;CRAZYTRAIN;8;264;32160;8636954;;7;Турецкий Михаил
3;CEAT;6;265;31438;8638313;;7;Кузнецов Антон
1;MKA2;4;266;31139;8639052;;7;Сидельников Андрей
4;MKA GIRLS+1;5;266;31504;8641284;LongLight;7;Магуайр Зоя
8;MKA;2;267;31071;8641699;;7;Вяльсов Михаил
2;PATYSSON;3;267;33359;8642837;LongLight;7;Надешкин Антон
7;PHOENIX RT;7;265;31090;8643459;;7;Охрименко Павел
5;RAVE STORM;1;268;31185;8660696;;7;Леся Ващук
6;CRAZYTRAIN;8;265;32333;8669287;;7;Турецкий Михаил
3;CEAT;6;266;31385;8669698;;7;Кузнецов Антон
1;MKA2;4;267;31023;8670075;;7;Сидельников Андрей
4;MKA GIRLS+1;5;267;30946;8672230;;7;Магуайр Зоя
8;MKA;2;268;30986;8672685;;7;Вяльсов Михаил
2;PATYSSON;3;268;31015;8673852;;7;Надешкин Антон
7;PHOENIX RT;7;266;31098;8674557;;7;Охрименко Павел
5;RAVE STORM;1;269;31077;8691773;;7;Леся Ващук
1;MKA2;4;268;31302;8701377;;7;Сидельников Андрей
3;CEAT;6;267;32288;8701986;LongLight;7;Кузнецов Антон
6;CRAZYTRAIN;8;266;34025;8703312;LongLight;7;Турецкий Михаил
8;MKA;2;269;31149;8703834;;7;Вяльсов Михаил
4;MKA GIRLS+1;5;268;32049;8704279;LongLight;7;Магуайр Зоя
2;PATYSSON;3;269;31288;8705140;;7;Надешкин Антон
7;PHOENIX RT;7;267;30984;8705541;;7;Охрименко Павел
5;RAVE STORM;1;270;31003;8722776;;7;Леся Ващук
1;MKA2;4;269;30993;8732370;;7;Сидельников Андрей
3;CEAT;6;268;31328;8733314;;7;Кузнецов Антон
8;MKA;2;270;31664;8735498;LongLight;7;Вяльсов Михаил
4;MKA GIRLS+1;5;269;31659;8735938;LongLight;7;Магуайр Зоя
2;PATYSSON;3;270;31283;8736423;;7;Надешкин Антон
7;PHOENIX RT;7;268;31381;8736922;;7;Охрименко Павел
6;CRAZYTRAIN;8;267;34563;8737875;LongLight;7;Турецкий Михаил
5;RAVE STORM;1;271;31173;8753949;;7;Леся Ващук
1;MKA2;4;270;31209;8763579;;7;Сидельников Андрей
3;CEAT;6;269;31260;8764574;;7;Кузнецов Антон
8;MKA;2;271;30970;8766468;;7;Вяльсов Михаил
4;MKA GIRLS+1;5;270;31054;8766992;;7;Магуайр Зоя
2;PATYSSON;3;271;30950;8767373;;7;Надешкин Антон
7;PHOENIX RT;7;269;31028;8767950;;7;Охрименко Павел
6;CRAZYTRAIN;8;268;32155;8770030;;7;Турецкий Михаил
5;RAVE STORM;1;272;31038;8784987;;7;Леся Ващук
1;MKA2;4;271;31180;8794759;;7;Сидельников Андрей
3;CEAT;6;270;31346;8795920;;7;Кузнецов Антон
8;MKA;2;272;30806;8797274;;7;Вяльсов Михаил
4;MKA GIRLS+1;5;271;30911;8797903;;7;Магуайр Зоя
2;PATYSSON;3;272;31131;8798504;;7;Надешкин Антон
7;PHOENIX RT;7;270;31233;8799183;;7;Охрименко Павел
6;CRAZYTRAIN;8;269;31776;8801806;;7;Турецкий Михаил
5;RAVE STORM;1;273;31168;8816155;;7;Леся Ващук
1;MKA2;4;272;31164;8825923;;7;Сидельников Андрей
3;CEAT;6;271;31204;8827124;;7;Кузнецов Антон
8;MKA;2;273;31160;8828434;;7;Вяльсов Михаил
4;MKA GIRLS+1;5;272;30997;8828900;;7;Магуайр Зоя
2;PATYSSON;3;273;30963;8829467;;7;Надешкин Антон
7;PHOENIX RT;7;271;31181;8830364;;7;Охрименко Павел
6;CRAZYTRAIN;8;270;32068;8833874;;7;Турецкий Михаил
5;RAVE STORM;1;274;30991;8847146;;7;Леся Ващук
1;MKA2;4;273;30937;8856860;;7;Сидельников Андрей
3;CEAT;6;272;31223;8858347;;7;Кузнецов Антон
8;MKA;2;274;30838;8859272;;7;Вяльсов Михаил
4;MKA GIRLS+1;5;273;30877;8859777;;7;Магуайр Зоя
2;PATYSSON;3;274;30984;8860451;;7;Надешкин Антон
7;PHOENIX RT;7;272;31078;8861442;;7;Охрименко Павел
6;CRAZYTRAIN;8;271;31953;8865827;;7;Турецкий Михаил
5;RAVE STORM;1;275;31264;8878410;Fight;7;Леся Ващук
1;MKA2;4;274;30970;8887830;;7;Сидельников Андрей
3;CEAT;6;273;31160;8889507;;7;Кузнецов Антон
8;MKA;2;275;30842;8890114;;7;Вяльсов Михаил
4;MKA GIRLS+1;5;274;30875;8890652;;7;Магуайр Зоя
2;PATYSSON;3;275;31145;8891596;;7;Надешкин Антон
7;PHOENIX RT;7;273;30788;8892230;;7;Охрименко Павел
6;CRAZYTRAIN;8;272;31786;8897613;;7;Турецкий Михаил
5;RAVE STORM;1;276;31097;8909507;;7;Леся Ващук
1;MKA2;4;275;30991;8918821;;7;Сидельников Андрей
3;CEAT;6;274;31056;8920563;;7;Кузнецов Антон
8;MKA;2;276;30841;8920955;;7;Вяльсов Михаил
4;MKA GIRLS+1;5;275;31054;8921706;;7;Магуайр Зоя
2;PATYSSON;3;276;31079;8922675;;7;Надешкин Антон
7;PHOENIX RT;7;274;31009;8923239;;7;Охрименко Павел
6;CRAZYTRAIN;8;273;31947;8929560;;7;Турецкий Михаил
5;RAVE STORM;1;277;31148;8940655;;7;Леся Ващук
1;MKA2;4;276;31081;8949902;;7;Сидельников Андрей
8;MKA;2;277;31037;8951992;;7;Вяльсов Михаил
3;CEAT;6;275;31975;8952538;LongLight;7;Кузнецов Антон
4;MKA GIRLS+1;5;276;31408;8953114;LongLight;7;Магуайр Зоя
2;PATYSSON;3;277;31238;8953913;;7;Надешкин Антон
7;PHOENIX RT;7;275;31069;8954308;;7;Охрименко Павел
6;CRAZYTRAIN;8;274;32166;8961726;;7;Турецкий Михаил
5;RAVE STORM;1;278;30985;8971640;;7;Леся Ващук
1;MKA2;4;277;31048;8980950;;7;Сидельников Андрей
8;MKA;2;278;30875;8982867;;7;Вяльсов Михаил
3;CEAT;6;276;31079;8983617;;7;Кузнецов Антон
2;PATYSSON;3;278;30944;8984857;;7;Надешкин Антон
7;PHOENIX RT;7;276;31131;8985439;;7;Охрименко Павел
6;CRAZYTRAIN;8;275;31959;8993685;;7;Турецкий Михаил
5;RAVE STORM;1;279;31099;9002739;;7;Леся Ващук
8;MKA;2;279;30962;9013829;;7;Вяльсов Михаил
3;CEAT;5;277;31194;9014811;;7;Кузнецов Антон
2;PATYSSON;3;279;31060;9015917;;7;Надешкин Антон
7;PHOENIX RT;6;277;31191;9016630;;7;Охрименко Павел
4;MKA GIRLS+1;7;277;65269;9018383;PitUser;7;Магуайр Зоя
6;CRAZYTRAIN;8;276;31914;9025599;;7;Турецкий Михаил
5;RAVE STORM;1;280;30973;9033712;;7;Леся Ващук
8;MKA;2;280;30889;9044718;;7;Вяльсов Михаил
3;CEAT;4;278;30991;9045802;;7;Кузнецов Антон
2;PATYSSON;3;280;31165;9047082;;7;Надешкин Антон
7;PHOENIX RT;5;278;30854;9047484;;7;Охрименко Павел
1;MKA2;6;278;67582;9048532;PitUser;7;Сидельников Андрей
4;MKA GIRLS+1;7;278;32360;9050743;;8;Леонтьева Алина
6;CRAZYTRAIN;8;277;31921;9057520;;7;Турецкий Михаил
5;RAVE STORM;1;281;31178;9064890;Fight;7;Леся Ващук
8;MKA;2;281;30908;9075626;;7;Вяльсов Михаил
3;CEAT;4;279;31030;9076832;;7;Кузнецов Антон
2;PATYSSON;3;281;31942;9079024;LongLight;7;Надешкин Антон
1;MKA2;5;279;31107;9079639;;8;Брук Матвей
4;MKA GIRLS+1;6;279;31948;9082691;;8;Леонтьева Алина
6;CRAZYTRAIN;8;278;32045;9089565;;7;Турецкий Михаил
5;RAVE STORM;1;282;31075;9095965;;7;Леся Ващук
8;MKA;2;282;30837;9106463;;7;Вяльсов Михаил
2;PATYSSON;3;282;31283;9110307;;7;Надешкин Антон
1;MKA2;4;280;31075;9110714;;8;Брук Матвей
7;PHOENIX RT;7;279;65527;9113011;PitUser;7;Охрименко Павел
4;MKA GIRLS+1;5;280;31648;9114339;;8;Леонтьева Алина
6;CRAZYTRAIN;8;279;32124;9121689;;7;Турецкий Михаил
5;RAVE STORM;1;283;30991;9126956;;7;Леся Ващук
8;MKA;2;283;31059;9137522;;7;Вяльсов Михаил
2;PATYSSON;3;283;30810;9141117;;7;Надешкин Антон
1;MKA2;4;281;30895;9141609;;8;Брук Матвей
7;PHOENIX RT;6;280;31624;9144635;;8;Охрименко Павел
4;MKA GIRLS+1;5;281;31522;9145861;;8;Леонтьева Алина
3;CEAT;7;280;70508;9147340;PitUser;7;Кузнецов Антон
6;CRAZYTRAIN;8;280;31916;9153605;;7;Турецкий Михаил
8;MKA;1;284;31011;9168533;;7;Вяльсов Михаил
2;PATYSSON;2;284;30915;9172032;;7;Надешкин Антон
1;MKA2;4;282;31035;9172644;;8;Брук Матвей
7;PHOENIX RT;6;281;31517;9176152;;8;Охрименко Павел
4;MKA GIRLS+1;5;282;31672;9177533;;8;Леонтьева Алина
3;CEAT;7;281;31861;9179201;;8;Калимов Дмитрий
6;CRAZYTRAIN;8;281;32149;9185754;;7;Турецкий Михаил
5;RAVE STORM;3;284;64906;9191862;PitUser;7;Леся Ващук
8;MKA;1;285;30871;9199404;;7;Вяльсов Михаил
2;PATYSSON;2;285;30889;9202921;;7;Надешкин Антон
1;MKA2;4;283;30861;9203505;;8;Брук Матвей
7;PHOENIX RT;6;282;31579;9207731;;8;Охрименко Павел
4;MKA GIRLS+1;5;283;31466;9208999;;8;Леонтьева Алина
3;CEAT;7;282;31337;9210538;;8;Калимов Дмитрий
6;CRAZYTRAIN;8;282;32175;9217929;;7;Турецкий Михаил
5;RAVE STORM;3;285;31729;9223591;;8;Бушуев Владислав
2;PATYSSON;1;286;30974;9233895;;7;Надешкин Антон
1;MKA2;4;284;30722;9234227;;8;Брук Матвей
7;PHOENIX RT;6;283;31180;9238911;;8;Охрименко Павел
4;MKA GIRLS+1;5;284;31470;9240469;;8;Леонтьева Алина
3;CEAT;7;283;31532;9242070;;8;Калимов Дмитрий
6;CRAZYTRAIN;8;283;32009;9249938;;7;Турецкий Михаил
5;RAVE STORM;2;286;31060;9254651;;8;Бушуев Владислав
8;MKA;3;286;63945;9263349;PitUser;7;Вяльсов Михаил
1;MKA2;4;285;31114;9265341;;8;Брук Матвей
2;PATYSSON;1;287;32018;9265913;LongLight;7;Надешкин Антон
7;PHOENIX RT;6;284;31490;9270401;;8;Охрименко Павел
4;MKA GIRLS+1;5;285;31429;9271898;;8;Леонтьева Алина
3;CEAT;7;284;31087;9273157;;8;Калимов Дмитрий
6;CRAZYTRAIN;8;284;31755;9281693;;7;Турецкий Михаил
5;RAVE STORM;2;287;31217;9285868;;8;Бушуев Владислав
8;MKA;3;287;31094;9294443;;8;Обросов Игорь
1;MKA2;4;286;30836;9296177;;8;Брук Матвей
2;PATYSSON;1;288;30979;9296892;;7;Надешкин Антон
7;PHOENIX RT;6;285;31174;9301575;;8;Охрименко Павел
4;MKA GIRLS+1;5;286;31398;9303296;;8;Леонтьева Алина
3;CEAT;7;285;31315;9304472;;8;Калимов Дмитрий
6;CRAZYTRAIN;8;285;31744;9313437;;7;Турецкий Михаил
5;RAVE STORM;2;288;31147;9317015;;8;Бушуев Владислав
8;MKA;3;288;30820;9325263;;8;Обросов Игорь
1;MKA2;4;287;30798;9326975;;8;Брук Матвей
2;PATYSSON;1;289;31154;9328046;;7;Надешкин Антон
7;PHOENIX RT;6;286;31168;9332743;;8;Охрименко Павел
4;MKA GIRLS+1;5;287;31388;9334684;;8;Леонтьева Алина
3;CEAT;7;286;31223;9335695;;8;Калимов Дмитрий
6;CRAZYTRAIN;8;286;31824;9345261;;7;Турецкий Михаил
5;RAVE STORM;2;289;31027;9348042;;8;Бушуев Владислав
8;MKA;3;289;30682;9355945;;8;Обросов Игорь
1;MKA2;4;288;30743;9357718;;8;Брук Матвей
2;PATYSSON;1;290;30944;9358990;;7;Надешкин Антон
7;PHOENIX RT;6;287;31016;9363759;;8;Охрименко Павел
4;MKA GIRLS+1;5;288;31356;9366040;;8;Леонтьева Алина
3;CEAT;7;287;31187;9366882;;8;Калимов Дмитрий
6;CRAZYTRAIN;8;287;31961;9377222;;7;Турецкий Михаил
5;RAVE STORM;2;290;31082;9379124;;8;Бушуев Владислав
8;MKA;3;290;30789;9386734;;8;Обросов Игорь
1;MKA2;4;289;30744;9388462;;8;Брук Матвей
2;PATYSSON;1;291;30888;9389878;;7;Надешкин Антон
7;PHOENIX RT;6;288;31081;9394840;;8;Охрименко Павел
4;MKA GIRLS+1;5;289;31514;9397554;;8;Леонтьева Алина
3;CEAT;7;288;31085;9397967;;8;Калимов Дмитрий
6;CRAZYTRAIN;8;288;31975;9409197;;7;Турецкий Михаил
5;RAVE STORM;2;291;30939;9410063;;8;Бушуев Владислав
8;MKA;3;291;30727;9417461;;8;Обросов Игорь
1;MKA2;4;290;30989;9419451;;8;Брук Матвей
2;PATYSSON;1;292;31024;9420902;;7;Надешкин Антон
7;PHOENIX RT;6;289;31253;9426093;;8;Охрименко Павел
3;CEAT;7;289;31233;9429200;;8;Калимов Дмитрий
4;MKA GIRLS+1;5;290;32166;9429720;LongLight;8;Леонтьева Алина
5;RAVE STORM;2;292;31312;9441375;Fight;8;Бушуев Владислав
6;CRAZYTRAIN;8;289;32203;9441400;;7;Турецкий Михаил
8;MKA;3;292;30583;9448044;;8;Обросов Игорь
1;MKA2;4;291;30883;9450334;;8;Брук Матвей
2;PATYSSON;1;293;30830;9451732;;7;Надешкин Антон
7;PHOENIX RT;6;290;31251;9457344;;8;Охрименко Павел
3;CEAT;7;290;31238;9460438;;8;Калимов Дмитрий
4;MKA GIRLS+1;5;291;31415;9461135;;8;Леонтьева Алина
5;RAVE STORM;2;293;31024;9472399;;8;Бушуев Владислав
6;CRAZYTRAIN;8;290;32210;9473610;;7;Турецкий Михаил
8;MKA;3;293;30611;9478655;;8;Обросов Игорь
1;MKA2;4;292;30935;9481269;;8;Брук Матвей
2;PATYSSON;1;294;30969;9482701;;7;Надешкин Антон
7;PHOENIX RT;6;291;31149;9488493;;8;Охрименко Павел
3;CEAT;7;291;31122;9491560;;8;Калимов Дмитрий
4;MKA GIRLS+1;5;292;31302;9492437;;8;Леонтьева Алина
5;RAVE STORM;2;294;30882;9503281;;8;Бушуев Владислав
6;CRAZYTRAIN;8;291;31681;9505291;;7;Турецкий Михаил
8;MKA;3;294;30677;9509332;;8;Обросов Игорь
1;MKA2;4;293;30781;9512050;;8;Брук Матвей
2;PATYSSON;1;295;30721;9513422;;7;Надешкин Антон
7;PHOENIX RT;6;292;31276;9519769;;8;Охрименко Павел
3;CEAT;7;292;31052;9522612;;8;Калимов Дмитрий
4;MKA GIRLS+1;5;293;31362;9523799;;8;Леонтьева Алина
5;RAVE STORM;2;295;31006;9534287;;8;Бушуев Владислав
6;CRAZYTRAIN;8;292;31892;9537183;;7;Турецкий Михаил
8;MKA;3;295;30608;9539940;;8;Обросов Игорь
1;MKA2;4;294;30714;9542764;;8;Брук Матвей
2;PATYSSON;1;296;30748;9544170;;7;Надешкин Антон
7;PHOENIX RT;6;293;30969;9550738;;8;Охрименко Павел
3;CEAT;7;293;31203;9553815;;8;Калимов Дмитрий
4;MKA GIRLS+1;5;294;31232;9555031;;8;Леонтьева Алина
5;RAVE STORM;2;296;30877;9565164;;8;Бушуев Владислав
6;CRAZYTRAIN;8;293;31684;9568867;;7;Турецкий Михаил
8;MKA;3;296;30647;9570587;;8;Обросов Игорь
1;MKA2;4;295;30761;9573525;;8;Брук Матвей
2;PATYSSON;1;297;30971;9575141;;7;Надешкин Антон
7;PHOENIX RT;6;294;31083;9581821;;8;Охрименко Павел
3;CEAT;7;294;31044;9584859;;8;Калимов Дмитрий
4;MKA GIRLS+1;5;295;31323;9586354;;8;Леонтьева Алина
5;RAVE STORM;2;297;30903;9596067;;8;Бушуев Владислав
6;CRAZYTRAIN;8;294;31948;9600815;;7;Турецкий Михаил
8;MKA;3;297;30650;9601237;;8;Обросов Игорь
1;MKA2;4;296;30754;9604279;;8;Брук Матвей
2;PATYSSON;1;298;31175;9606316;;7;Надешкин Антон
7;PHOENIX RT;6;295;31163;9612984;;8;Охрименко Павел
3;CEAT;7;295;31078;9615937;;8;Калимов Дмитрий
4;MKA GIRLS+1;5;296;31352;9617706;;8;Леонтьева Алина
5;RAVE STORM;2;298;30877;9626944;;8;Бушуев Владислав
8;MKA;3;298;30892;9632129;;8;Обросов Игорь
6;CRAZYTRAIN;8;295;32662;9633477;LongLight;7;Турецкий Михаил
1;MKA2;4;297;30697;9634976;;8;Брук Матвей
2;PATYSSON;1;299;30961;9637277;;7;Надешкин Антон
7;PHOENIX RT;6;296;31279;9644263;;8;Охрименко Павел
3;CEAT;7;296;31239;9647176;;8;Калимов Дмитрий
4;MKA GIRLS+1;5;297;31351;9649057;;8;Леонтьева Алина
5;RAVE STORM;2;299;30834;9657778;;8;Бушуев Владислав
8;MKA;3;299;30544;9662673;;8;Обросов Игорь
6;CRAZYTRAIN;8;296;31738;9665215;;7;Турецкий Михаил
1;MKA2;4;298;30802;9665778;;8;Брук Матвей
2;PATYSSON;1;300;30803;9668080;;7;Надешкин Антон
7;PHOENIX RT;6;297;31083;9675346;;8;Охрименко Павел
3;CEAT;7;297;31176;9678352;;8;Калимов Дмитрий
4;MKA GIRLS+1;5;298;31374;9680431;;8;Леонтьева Алина
5;RAVE STORM;2;300;30889;9688667;;8;Бушуев Владислав
8;MKA;3;300;30630;9693303;;8;Обросов Игорь
1;MKA2;4;299;31025;9696803;;8;Брук Матвей
6;CRAZYTRAIN;8;297;32600;9697815;LongLight;7;Турецкий Михаил
2;PATYSSON;1;301;31062;9699142;;7;Надешкин Антон
7;PHOENIX RT;6;298;30934;9706280;;8;Охрименко Павел
3;CEAT;7;298;31268;9709620;;8;Калимов Дмитрий
4;MKA GIRLS+1;5;299;31391;9711822;;8;Леонтьева Алина
5;RAVE STORM;2;301;31027;9719694;;8;Бушуев Владислав
8;MKA;3;301;30509;9723812;;8;Обросов Игорь
1;MKA2;4;300;30804;9727607;;8;Брук Матвей
6;CRAZYTRAIN;8;298;31789;9729604;;7;Турецкий Михаил
2;PATYSSON;1;302;30844;9729986;;7;Надешкин Антон
7;PHOENIX RT;6;299;31136;9737416;;8;Охрименко Павел
3;CEAT;7;299;30967;9740587;;8;Калимов Дмитрий
4;MKA GIRLS+1;5;300;31292;9743114;;8;Леонтьева Алина
5;RAVE STORM;2;302;31023;9750717;;8;Бушуев Владислав
8;MKA;3;302;30656;9754468;;8;Обросов Игорь
1;MKA2;4;301;30878;9758485;;8;Брук Матвей
2;PATYSSON;1;303;31008;9760994;;7;Надешкин Антон
6;CRAZYTRAIN;8;299;32611;9762215;LongLight;7;Турецкий Михаил
7;PHOENIX RT;6;300;31247;9768663;;8;Охрименко Павел
3;CEAT;7;300;31445;9772032;;8;Калимов Дмитрий
4;MKA GIRLS+1;5;301;31431;9774545;;8;Леонтьева Алина
5;RAVE STORM;2;303;30803;9781520;;8;Бушуев Владислав
8;MKA;3;303;30604;9785072;;8;Обросов Игорь
1;MKA2;4;302;30775;9789260;;8;Брук Матвей
2;PATYSSON;1;304;30998;9791992;;7;Надешкин Антон
6;CRAZYTRAIN;8;300;31596;9793811;;7;Турецкий Михаил
7;PHOENIX RT;6;301;31170;9799833;;8;Охрименко Павел
3;CEAT;7;301;31203;9803235;;8;Калимов Дмитрий
4;MKA GIRLS+1;5;302;31591;9806136;;8;Леонтьева Алина
5;RAVE STORM;2;304;31573;9813093;Fight;8;Бушуев Владислав
8;MKA;3;304;30583;9815655;;8;Обросов Игорь
1;MKA2;4;303;30841;9820101;;8;Брук Матвей
2;PATYSSON;1;305;30937;9822929;;7;Надешкин Антон
6;CRAZYTRAIN;8;301;32496;9826307;LongLight;7;Турецкий Михаил
7;PHOENIX RT;6;302;31306;9831139;;8;Охрименко Павел
3;CEAT;7;302;30928;9834163;;8;Калимов Дмитрий
4;MKA GIRLS+1;5;303;31312;9837448;;8;Леонтьева Алина
5;RAVE STORM;2;305;31962;9845055;Fight;8;Бушуев Владислав
8;MKA;3;305;30577;9846232;;8;Обросов Игорь
1;MKA2;4;304;30780;9850881;;8;Брук Матвей
2;PATYSSON;1;306;30615;9853544;;7;Надешкин Антон
6;CRAZYTRAIN;8;302;31862;9858169;;7;Турецкий Михаил
7;PHOENIX RT;6;303;31107;9862246;;8;Охрименко Павел
3;CEAT;7;303;31082;9865245;;8;Калимов Дмитрий
4;MKA GIRLS+1;5;304;31378;9868826;;8;Леонтьева Алина
5;RAVE STORM;2;306;32191;9877246;Fight;8;Бушуев Владислав
8;MKA;3;306;31306;9877538;LongLight;8;Обросов Игорь
1;MKA2;4;305;30783;9881664;;8;Брук Матвей
2;PATYSSON;1;307;31085;9884629;;7;Надешкин Антон
6;CRAZYTRAIN;8;303;31743;9889912;;7;Турецкий Михаил
7;PHOENIX RT;6;304;31178;9893424;;8;Охрименко Павел
3;CEAT;7;304;31013;9896258;;8;Калимов Дмитрий
4;MKA GIRLS+1;5;305;31501;9900327;;8;Леонтьева Алина
8;MKA;2;307;30704;9908242;;8;Обросов Игорь
5;RAVE STORM;3;307;32188;9909434;Fight;8;Бушуев Владислав
1;MKA2;4;306;30826;9912490;;8;Брук Матвей
2;PATYSSON;1;308;31018;9915647;;7;Надешкин Антон
6;CRAZYTRAIN;8;304;31911;9921823;;7;Турецкий Михаил
7;PHOENIX RT;6;305;30967;9924391;;8;Охрименко Павел
3;CEAT;7;305;31001;9927259;;8;Калимов Дмитрий
4;MKA GIRLS+1;5;306;31474;9931801;;8;Леонтьева Алина
8;MKA;2;308;30596;9938838;;8;Обросов Игорь
5;RAVE STORM;3;308;31064;9940498;;8;Бушуев Владислав
1;MKA2;4;307;30928;9943418;;8;Брук Матвей
2;PATYSSON;1;309;30884;9946531;;7;Надешкин Антон
6;CRAZYTRAIN;8;305;31962;9953785;;7;Турецкий Михаил
7;PHOENIX RT;6;306;31265;9955656;;8;Охрименко Павел
3;CEAT;7;306;31119;9958378;;8;Калимов Дмитрий
4;MKA GIRLS+1;5;307;31345;9963146;;8;Леонтьева Алина
8;MKA;2;309;30623;9969461;;8;Обросов Игорь
5;RAVE STORM;3;309;30943;9971441;;8;Бушуев Владислав
1;MKA2;4;308;30737;9974155;;8;Брук Матвей
2;PATYSSON;1;310;30728;9977259;;7;Надешкин Антон
6;CRAZYTRAIN;8;306;31942;9985727;;7;Турецкий Михаил
7;PHOENIX RT;6;307;30982;9986638;;8;Охрименко Павел
3;CEAT;7;307;31011;9989389;;8;Калимов Дмитрий
4;MKA GIRLS+1;5;308;31319;9994465;;8;Леонтьева Алина
8;MKA;2;310;30617;10000078;;8;Обросов Игорь
5;RAVE STORM;3;310;31410;10002851;Fight;8;Бушуев Владислав
1;MKA2;4;309;30700;10004855;;8;Брук Матвей
2;PATYSSON;1;311;30939;10008198;;7;Надешкин Антон
7;PHOENIX RT;6;308;31315;10017953;;8;Охрименко Павел
3;CEAT;7;308;31260;10020649;;8;Калимов Дмитрий
4;MKA GIRLS+1;5;309;31475;10025940;;8;Леонтьева Алина
8;MKA;2;311;30686;10030764;;8;Обросов Игорь
5;RAVE STORM;3;311;31396;10034247;Fight;8;Бушуев Владислав
1;MKA2;4;310;30793;10035648;;8;Брук Матвей
2;PATYSSON;1;312;30937;10039135;;7;Надешкин Антон
7;PHOENIX RT;6;309;31085;10049038;;8;Охрименко Павел
3;CEAT;7;309;31082;10051731;;8;Калимов Дмитрий
6;CRAZYTRAIN;8;307;66779;10052506;PitUser;7;Турецкий Михаил
4;MKA GIRLS+1;5;310;31414;10057354;;8;Леонтьева Алина
8;MKA;2;312;30820;10061584;;8;Обросов Игорь
5;RAVE STORM;3;312;31057;10065304;;8;Бушуев Владислав
1;MKA2;4;311;30748;10066396;;8;Брук Матвей
2;PATYSSON;1;313;31007;10070142;;7;Надешкин Антон
7;PHOENIX RT;6;310;31175;10080213;;8;Охрименко Павел
3;CEAT;7;310;31309;10083040;;8;Калимов Дмитрий
6;CRAZYTRAIN;8;308;32613;10085119;;8;Титкова Мария
4;MKA GIRLS+1;5;311;31738;10089092;;8;Леонтьева Алина
8;MKA;2;313;30661;10092245;;8;Обросов Игорь
5;RAVE STORM;3;313;31062;10096366;;8;Бушуев Владислав
1;MKA2;4;312;30759;10097155;;8;Брук Матвей
2;PATYSSON;1;314;30826;10100968;;7;Надешкин Антон
7;PHOENIX RT;6;311;31246;10111459;;8;Охрименко Павел
3;CEAT;7;311;31052;10114092;;8;Калимов Дмитрий
6;CRAZYTRAIN;8;309;32173;10117292;;8;Титкова Мария
4;MKA GIRLS+1;5;312;31412;10120504;;8;Леонтьева Алина
8;MKA;2;314;30610;10122855;;8;Обросов Игорь
1;MKA2;4;313;30816;10127971;;8;Брук Матвей
5;RAVE STORM;3;314;32055;10128421;Fight;8;Бушуев Владислав
2;PATYSSON;1;315;31075;10132043;;7;Надешкин Антон
7;PHOENIX RT;6;312;31340;10142799;;8;Охрименко Павел
3;CEAT;7;312;31222;10145314;;8;Калимов Дмитрий
6;CRAZYTRAIN;8;310;31643;10148935;;8;Титкова Мария
4;MKA GIRLS+1;5;313;31464;10151968;;8;Леонтьева Алина
8;MKA;2;315;30594;10153449;;8;Обросов Игорь
1;MKA2;4;314;30727;10158698;;8;Брук Матвей
5;RAVE STORM;3;315;31179;10159600;Fight;8;Бушуев Владислав
2;PATYSSON;1;316;31078;10163121;;7;Надешкин Антон
7;PHOENIX RT;6;313;31196;10173995;;8;Охрименко Павел
3;CEAT;7;313;31130;10176444;;8;Калимов Дмитрий
6;CRAZYTRAIN;8;311;31907;10180842;;8;Титкова Мария
4;MKA GIRLS+1;5;314;31553;10183521;;8;Леонтьева Алина
8;MKA;2;316;30695;10184144;;8;Обросов Игорь
1;MKA2;4;315;30780;10189478;;8;Брук Матвей
5;RAVE STORM;3;316;31517;10191117;Fight;8;Бушуев Владислав
7;PHOENIX RT;6;314;31070;10205065;;8;Охрименко Павел
3;CEAT;7;314;31019;10207463;;8;Калимов Дмитрий
6;CRAZYTRAIN;8;312;32016;10212858;;8;Титкова Мария
8;MKA;1;317;30685;10214829;;8;Обросов Игорь
4;MKA GIRLS+1;5;315;32241;10215762;LongLight;8;Леонтьева Алина
1;MKA2;4;316;30736;10220214;;8;Брук Матвей
5;RAVE STORM;2;317;31147;10222264;;8;Бушуев Владислав
2;PATYSSON;3;317;65120;10228241;PitUser;7;Надешкин Антон
7;PHOENIX RT;6;315;31137;10236202;;8;Охрименко Павел
3;CEAT;7;315;30959;10238422;;8;Калимов Дмитрий
6;CRAZYTRAIN;8;313;31717;10244575;;8;Титкова Мария
8;MKA;1;318;30625;10245454;;8;Обросов Игорь
4;MKA GIRLS+1;5;316;31390;10247152;;8;Леонтьева Алина
1;MKA2;4;317;30725;10250939;;8;Брук Матвей
5;RAVE STORM;2;318;30867;10253131;;8;Бушуев Владислав
2;PATYSSON;3;318;32134;10260375;;8;Мальцева Маргарита
7;PHOENIX RT;6;316;31273;10267475;;8;Охрименко Павел
3;CEAT;7;316;31023;10269445;;8;Калимов Дмитрий
8;MKA;1;319;30883;10276337;;8;Обросов Игорь
6;CRAZYTRAIN;8;314;32223;10276798;;8;Титкова Мария
